Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","987","Wool, greasy","2017","2017","7021","Annual value","USD","435","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","515","Apples","2018","2018","7021","Annual value","USD","435","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","526","Apricots","2018","2018","7021","Annual value","USD","778","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","7021","Annual value","USD","302","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","176","Beans, dry","2018","2018","7021","Annual value","USD","2079","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","414","Beans, green","2018","2018","7021","Annual value","USD","977","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2018","2018","7021","Annual value","USD","207","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2018","2018","7021","Annual value","USD","391","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2018","2018","7021","Annual value","USD","784","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","531","Cherries","2018","2018","7021","Annual value","USD","642","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","220","Chestnut","2018","2018","7021","Annual value","USD","1033","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2018","2018","7021","Annual value","USD","470","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","577","Dates","2018","2018","7021","Annual value","USD","370","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2018","2018","7021","Annual value","USD","750","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2018","2018","7021","Annual value","USD","3358","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","569","Figs","2018","2018","7021","Annual value","USD","1052","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","406","Garlic","2018","2018","7021","Annual value","USD","1925","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","560","Grapes","2018","2018","7021","Annual value","USD","619","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","1182","Honey, natural","2018","2018","7021","Annual value","USD","12290","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","407","Leeks, other alliaceous vegetables","2018","2018","7021","Annual value","USD","282","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","497","Lemons and limes","2018","2018","7021","Annual value","USD","843","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2018","2018","7021","Annual value","USD","659","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","7021","Annual value","USD","300","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2018","2018","7021","Annual value","USD","3570","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2018","2018","7021","Annual value","USD","2830","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","1033","Meat live weight, goat","2018","2018","7021","Annual value","USD","2387","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","1056","Meat live weight, pig","2018","2018","7021","Annual value","USD","3326","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","1013","Meat live weight, sheep","2018","2018","7021","Annual value","USD","2520","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","1088","Meat live weight, turkey","2018","2018","7021","Annual value","USD","5581","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","568","Melons, other (inc.cantaloupes)","2018","2018","7021","Annual value","USD","384","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2018","2018","7021","Annual value","USD","372","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","1020","Milk, whole fresh goat","2018","2018","7021","Annual value","USD","454","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","982","Milk, whole fresh sheep","2018","2018","7021","Annual value","USD","755","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","234","Nuts nes","2018","2018","7021","Annual value","USD","4113","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","7021","Annual value","USD","343","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","260","Olives","2018","2018","7021","Annual value","USD","1026","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","403","Onions, dry","2018","2018","7021","Annual value","USD","403","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2018","2018","7021","Annual value","USD","673","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","490","Oranges","2018","2018","7021","Annual value","USD","500","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","534","Peaches and nectarines","2018","2018","7021","Annual value","USD","587","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","521","Pears","2018","2018","7021","Annual value","USD","736","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","417","Peas, green","2018","2018","7021","Annual value","USD","782","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","536","Plums and sloes","2018","2018","7021","Annual value","USD","542","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","116","Potatoes","2018","2018","7021","Annual value","USD","309","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2018","2018","7021","Annual value","USD","558","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","523","Quinces","2018","2018","7021","Annual value","USD","744","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","7021","Annual value","USD","482","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","236","Soybeans","2018","2018","7021","Annual value","USD","550","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","373","Spinach","2018","2018","7021","Annual value","USD","786","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","267","Sunflower seed","2018","2018","7021","Annual value","USD","1149","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","495","Tangerines, mandarins, clementines, satsumas","2018","2018","7021","Annual value","USD","479","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","826","Tobacco, unmanufactured","2018","2018","7021","Annual value","USD","3841","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","388","Tomatoes","2018","2018","7021","Annual value","USD","549","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","567","Watermelons","2018","2018","7021","Annual value","USD","177","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","7021","Annual value","USD","294","","Official data"
"PP","Producer Prices","3","Albania","5532","Producer Price (USD/tonne)","987","Wool, greasy","2018","2018","7021","Annual value","USD","466","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","515","Apples","2016","2016","7021","Annual value","USD","1736","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","44","Barley","2016","2016","7021","Annual value","USD","228","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","414","Beans, green","2016","2016","7021","Annual value","USD","1270","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2016","2016","7021","Annual value","USD","402","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2016","2016","7021","Annual value","USD","365","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2016","2016","7021","Annual value","USD","530","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2016","2016","7021","Annual value","USD","658","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","577","Dates","2016","2016","7021","Annual value","USD","3701","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2016","2016","7021","Annual value","USD","1645","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","406","Garlic","2016","2016","7021","Annual value","USD","3207","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","560","Grapes","2016","2016","7021","Annual value","USD","1398","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","497","Lemons and limes","2016","2016","7021","Annual value","USD","1352","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2016","2016","7021","Annual value","USD","530","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","867","Meat, cattle","2016","2016","7021","Annual value","USD","6853","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2016","2016","7021","Annual value","USD","2339","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","977","Meat, sheep","2016","2016","7021","Annual value","USD","10234","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","568","Melons, other (inc.cantaloupes)","2016","2016","7021","Annual value","USD","649","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2016","2016","7021","Annual value","USD","393","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","75","Oats","2016","2016","7021","Annual value","USD","146","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","403","Onions, dry","2016","2016","7021","Annual value","USD","411","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","402","Onions, shallots, green","2016","2016","7021","Annual value","USD","265","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","490","Oranges","2016","2016","7021","Annual value","USD","1215","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","521","Pears","2016","2016","7021","Annual value","USD","1444","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","417","Peas, green","2016","2016","7021","Annual value","USD","1005","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","116","Potatoes","2016","2016","7021","Annual value","USD","283","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2016","2016","7021","Annual value","USD","612","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","495","Tangerines, mandarins, clementines, satsumas","2016","2016","7021","Annual value","USD","1160","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","388","Tomatoes","2016","2016","7021","Annual value","USD","393","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","420","Vegetables, leguminous nes","2016","2016","7021","Annual value","USD","612","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","567","Watermelons","2016","2016","7021","Annual value","USD","420","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","15","Wheat","2016","2016","7021","Annual value","USD","411","","Official data"
"PP","Producer Prices","4","Algeria","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","7021","Annual value","USD","2127","","Official data"
