Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","8","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","15383.415188","X","International reliable sources",""
"MK","Macro Indicators","8","Antigua and Barbuda","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","16672.74424","X","International reliable sources",""
"MK","Macro Indicators","9","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","12814.342713","X","International reliable sources",""
"MK","Macro Indicators","9","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","14627.615635","X","International reliable sources",""
"MK","Macro Indicators","9","Argentina","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","11719.075678","X","International reliable sources",""
"MK","Macro Indicators","1","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","3591.833313","X","International reliable sources",""
"MK","Macro Indicators","1","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","3914.525246","X","International reliable sources",""
"MK","Macro Indicators","1","Armenia","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","4220.534194","X","International reliable sources",""
"MK","Macro Indicators","22","Aruba","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","28280.817776","X","International reliable sources",""
"MK","Macro Indicators","22","Aruba","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","29005.625191","X","International reliable sources",""
"MK","Macro Indicators","22","Aruba","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","30262.48723","X","International reliable sources",""
"MK","Macro Indicators","10","Australia","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","53996.626043","X","International reliable sources",""
"MK","Macro Indicators","10","Australia","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","57628.863849","X","International reliable sources",""
"MK","Macro Indicators","10","Australia","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","58596.826341","X","International reliable sources",""
"MK","Macro Indicators","11","Austria","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","45221.794053","X","International reliable sources",""
"MK","Macro Indicators","11","Austria","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","47306.411842","X","International reliable sources",""
"MK","Macro Indicators","11","Austria","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","51183.781644","X","International reliable sources",""
"MK","Macro Indicators","52","Azerbaijan","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","3889.363166","X","International reliable sources",""
"MK","Macro Indicators","52","Azerbaijan","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","4150.868844","X","International reliable sources",""
"MK","Macro Indicators","52","Azerbaijan","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","4735.14288","X","International reliable sources",""
"MK","Macro Indicators","12","Bahamas","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","31562.723256","X","International reliable sources",""
"MK","Macro Indicators","12","Bahamas","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","32719.152336","X","International reliable sources",""
"MK","Macro Indicators","12","Bahamas","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","33767.76606","X","International reliable sources",""
"MK","Macro Indicators","13","Bahrain","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","22631.532901","X","International reliable sources",""
"MK","Macro Indicators","13","Bahrain","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","23742.953234","X","International reliable sources",""
"MK","Macro Indicators","13","Bahrain","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","23990.966619","X","International reliable sources",""
"MK","Macro Indicators","16","Bangladesh","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","1394.605662","X","International reliable sources",""
"MK","Macro Indicators","16","Bangladesh","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","1538.233627","X","International reliable sources",""
"MK","Macro Indicators","16","Bangladesh","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","1670.796355","X","International reliable sources",""
"MK","Macro Indicators","14","Barbados","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","16900.166552","X","International reliable sources",""
"MK","Macro Indicators","14","Barbados","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","17392.010677","X","International reliable sources",""
"MK","Macro Indicators","14","Barbados","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","17745.891202","X","International reliable sources",""
"MK","Macro Indicators","57","Belarus","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","5052.440508","X","International reliable sources",""
"MK","Macro Indicators","57","Belarus","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","5790.908054","X","International reliable sources",""
"MK","Macro Indicators","57","Belarus","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","6350.731855","X","International reliable sources",""
"MK","Macro Indicators","255","Belgium","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","41899.065629","X","International reliable sources",""
"MK","Macro Indicators","255","Belgium","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","44020.066762","X","International reliable sources",""
"MK","Macro Indicators","255","Belgium","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","47354.636623","X","International reliable sources",""
"MK","Macro Indicators","23","Belize","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","4818.404393","X","International reliable sources",""
"MK","Macro Indicators","23","Belize","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","4887.55982","X","International reliable sources",""
"MK","Macro Indicators","23","Belize","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","4884.742421","X","International reliable sources",""
"MK","Macro Indicators","53","Benin","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","1087.288204","X","International reliable sources",""
"MK","Macro Indicators","53","Benin","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","1136.59336","X","International reliable sources",""
"MK","Macro Indicators","53","Benin","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","1241.824418","X","International reliable sources",""
"MK","Macro Indicators","17","Bermuda","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","108896.680755","X","International reliable sources",""
"MK","Macro Indicators","17","Bermuda","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","113281.982125","X","International reliable sources",""
"MK","Macro Indicators","17","Bermuda","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","115741.53896","X","International reliable sources",""
"MK","Macro Indicators","18","Bhutan","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","2930.57364","X","International reliable sources",""
"MK","Macro Indicators","18","Bhutan","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","3286.598606","X","International reliable sources",""
"MK","Macro Indicators","18","Bhutan","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","3243.258481","X","International reliable sources",""
"MK","Macro Indicators","19","Bolivia (Plurinational State of)","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","3076.656283","X","International reliable sources",""
"MK","Macro Indicators","19","Bolivia (Plurinational State of)","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","3351.127399","X","International reliable sources",""
"MK","Macro Indicators","19","Bolivia (Plurinational State of)","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","3548.590155","X","International reliable sources",""
"MK","Macro Indicators","80","Bosnia and Herzegovina","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","4994.574456","X","International reliable sources",""
"MK","Macro Indicators","80","Bosnia and Herzegovina","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","5394.741461","X","International reliable sources",""
"MK","Macro Indicators","80","Bosnia and Herzegovina","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","6072.24537","X","International reliable sources",""
"MK","Macro Indicators","20","Botswana","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","7243.940267","X","International reliable sources",""
"MK","Macro Indicators","20","Botswana","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","7893.388428","X","International reliable sources",""
"MK","Macro Indicators","20","Botswana","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","8279.835077","X","International reliable sources",""
"MK","Macro Indicators","21","Brazil","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","8710.063417","X","International reliable sources",""
"MK","Macro Indicators","21","Brazil","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","9925.419442","X","International reliable sources",""
"MK","Macro Indicators","21","Brazil","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","9001.172091","X","International reliable sources",""
"MK","Macro Indicators","239","British Virgin Islands","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","43818.088912","X","International reliable sources",""
"MK","Macro Indicators","239","British Virgin Islands","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","40819.893836","X","International reliable sources",""
"MK","Macro Indicators","239","British Virgin Islands","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","41898.033723","X","International reliable sources",""
"MK","Macro Indicators","26","Brunei Darussalam","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","27156.424196","X","International reliable sources",""
"MK","Macro Indicators","26","Brunei Darussalam","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","28572.292244","X","International reliable sources",""
"MK","Macro Indicators","26","Brunei Darussalam","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","31627.233053","X","International reliable sources",""
"MK","Macro Indicators","27","Bulgaria","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","7520.155731","X","International reliable sources",""
"MK","Macro Indicators","27","Bulgaria","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","8300.173316","X","International reliable sources",""
"MK","Macro Indicators","27","Bulgaria","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","9387.813427","X","International reliable sources",""
"MK","Macro Indicators","233","Burkina Faso","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","688.25042","X","International reliable sources",""
"MK","Macro Indicators","233","Burkina Faso","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","734.996282","X","International reliable sources",""
"MK","Macro Indicators","233","Burkina Faso","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","813.09975","X","International reliable sources",""
"MK","Macro Indicators","29","Burundi","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","279.375549","X","International reliable sources",""
"MK","Macro Indicators","29","Burundi","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","297.128583","X","International reliable sources",""
"MK","Macro Indicators","29","Burundi","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","275.583911","X","International reliable sources",""
"MK","Macro Indicators","35","Cabo Verde","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","3130.986829","X","International reliable sources",""
"MK","Macro Indicators","35","Cabo Verde","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","3292.638357","X","International reliable sources",""
"MK","Macro Indicators","35","Cabo Verde","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","3616.441531","X","International reliable sources",""
"MK","Macro Indicators","115","Cambodia","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","1269.591876","X","International reliable sources",""
"MK","Macro Indicators","115","Cambodia","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","1385.260419","X","International reliable sources",""
"MK","Macro Indicators","115","Cambodia","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","1512.127271","X","International reliable sources",""
"MK","Macro Indicators","32","Cameroon","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","1364.329391","X","International reliable sources",""
"MK","Macro Indicators","32","Cameroon","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","1425.106072","X","International reliable sources",""
"MK","Macro Indicators","32","Cameroon","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","1534.491991","X","International reliable sources",""
"MK","Macro Indicators","33","Canada","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","42004.427211","X","International reliable sources",""
"MK","Macro Indicators","33","Canada","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","44906.74892","X","International reliable sources",""
"MK","Macro Indicators","33","Canada","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","46444.396642","X","International reliable sources",""
"MK","Macro Indicators","36","Cayman Islands","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","79738.031652","X","International reliable sources",""
"MK","Macro Indicators","36","Cayman Islands","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","82620.796779","X","International reliable sources",""
"MK","Macro Indicators","36","Cayman Islands","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","85971.931135","X","International reliable sources",""
"MK","Macro Indicators","37","Central African Republic","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","402.191525","X","International reliable sources",""
"MK","Macro Indicators","37","Central African Republic","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","450.900697","X","International reliable sources",""
"MK","Macro Indicators","37","Central African Republic","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","475.954444","X","International reliable sources",""
"MK","Macro Indicators","39","Chad","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","713.686356","X","International reliable sources",""
"MK","Macro Indicators","39","Chad","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","692.16163","X","International reliable sources",""
"MK","Macro Indicators","39","Chad","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","734.731831","X","International reliable sources",""
"MK","Macro Indicators","40","Chile","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","13753.594437","X","International reliable sources",""
"MK","Macro Indicators","40","Chile","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","14999.370089","X","International reliable sources",""
"MK","Macro Indicators","40","Chile","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","15924.794239","X","International reliable sources",""
"MK","Macro Indicators","351","China","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","8157.743231","Fc","Calculated data",""
"MK","Macro Indicators","351","China","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","8889.37841","Fc","Calculated data",""
"MK","Macro Indicators","351","China","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","9968.778214","Fc","Calculated data",""
"MK","Macro Indicators","96","China, Hong Kong SAR","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","44293.206967","X","International reliable sources",""
"MK","Macro Indicators","96","China, Hong Kong SAR","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","46705.027813","X","International reliable sources",""
"MK","Macro Indicators","96","China, Hong Kong SAR","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","49065.399951","X","International reliable sources",""
"MK","Macro Indicators","128","China, Macao SAR","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","74061.417199","X","International reliable sources",""
"MK","Macro Indicators","128","China, Macao SAR","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","81516.664768","X","International reliable sources",""
"MK","Macro Indicators","128","China, Macao SAR","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","87208.455789","X","International reliable sources",""
"MK","Macro Indicators","41","China, mainland","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","7944.075375","X","International reliable sources",""
"MK","Macro Indicators","41","China, mainland","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","8663.125742","X","International reliable sources",""
"MK","Macro Indicators","41","China, mainland","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","9732.727625","X","International reliable sources",""
"MK","Macro Indicators","44","Colombia","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","5870.777521","X","International reliable sources",""
"MK","Macro Indicators","44","Colombia","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","6376.707362","X","International reliable sources",""
"MK","Macro Indicators","44","Colombia","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","6716.912748","X","International reliable sources",""
"MK","Macro Indicators","45","Comoros","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","1272.194075","X","International reliable sources",""
"MK","Macro Indicators","45","Comoros","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","1323.811705","X","International reliable sources",""
"MK","Macro Indicators","45","Comoros","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","1415.955164","X","International reliable sources",""
"MK","Macro Indicators","46","Congo","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","2038.169644","X","International reliable sources",""
"MK","Macro Indicators","46","Congo","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","2154.629048","X","International reliable sources",""
"MK","Macro Indicators","46","Congo","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","2547.519151","X","International reliable sources",""
"MK","Macro Indicators","47","Cook Islands","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","17681.950082","X","International reliable sources",""
"MK","Macro Indicators","47","Cook Islands","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","19741.188968","X","International reliable sources",""
"MK","Macro Indicators","47","Cook Islands","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","20705.211245","X","International reliable sources",""
"MK","Macro Indicators","48","Costa Rica","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","11666.456613","X","International reliable sources",""
"MK","Macro Indicators","48","Costa Rica","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","11814.626771","X","International reliable sources",""
"MK","Macro Indicators","48","Costa Rica","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","12112.134394","X","International reliable sources",""
"MK","Macro Indicators","107","C?te d'Ivoire","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","2013.382411","X","International reliable sources",""
"MK","Macro Indicators","107","C?te d'Ivoire","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","2111.026809","X","International reliable sources",""
"MK","Macro Indicators","107","C?te d'Ivoire","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","2314.03166","X","International reliable sources",""
"MK","Macro Indicators","98","Croatia","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","12259.890052","X","International reliable sources",""
"MK","Macro Indicators","98","Croatia","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","13225.258588","X","International reliable sources",""
"MK","Macro Indicators","98","Croatia","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","14674.023127","X","International reliable sources",""
"MK","Macro Indicators","49","Cuba","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","8060.799442","X","International reliable sources",""
"MK","Macro Indicators","49","Cuba","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","8541.21444","X","International reliable sources",""
"MK","Macro Indicators","49","Cuba","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","8821.822004","X","International reliable sources",""
"MK","Macro Indicators","279","Cura?ao","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","19386.831301","X","International reliable sources",""
"MK","Macro Indicators","279","Cura?ao","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","19238.807571","X","International reliable sources",""
"MK","Macro Indicators","279","Cura?ao","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","19218.860831","X","International reliable sources",""
"MK","Macro Indicators","50","Cyprus","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","24514.197454","X","International reliable sources",""
"MK","Macro Indicators","50","Cyprus","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","26483.877988","X","International reliable sources",""
"MK","Macro Indicators","50","Cyprus","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","28967.576681","X","International reliable sources",""
"MK","Macro Indicators","167","Czechia","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","18483.351699","X","International reliable sources",""
"MK","Macro Indicators","167","Czechia","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","20545.836143","X","International reliable sources",""
"MK","Macro Indicators","167","Czechia","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","23337.358877","X","International reliable sources",""
"MK","Macro Indicators","116","Democratic People's Republic of Korea","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","666.676073","X","International reliable sources",""
"MK","Macro Indicators","116","Democratic People's Republic of Korea","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","686.340258","X","International reliable sources",""
"MK","Macro Indicators","116","Democratic People's Republic of Korea","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","687.943178","X","International reliable sources",""
"MK","Macro Indicators","250","Democratic Republic of the Congo","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","511.968008","X","International reliable sources",""
"MK","Macro Indicators","250","Democratic Republic of the Congo","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","462.445161","X","International reliable sources",""
"MK","Macro Indicators","250","Democratic Republic of the Congo","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","560.807354","X","International reliable sources",""
"MK","Macro Indicators","54","Denmark","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","54823.457108","X","International reliable sources",""
"MK","Macro Indicators","54","Denmark","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","57938.797728","X","International reliable sources",""
"MK","Macro Indicators","54","Denmark","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","62043.060218","X","International reliable sources",""
"MK","Macro Indicators","72","Djibouti","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","2818.376856","X","International reliable sources",""
"MK","Macro Indicators","72","Djibouti","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","2930.696963","X","International reliable sources",""
"MK","Macro Indicators","72","Djibouti","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","3048.589504","X","International reliable sources",""
"MK","Macro Indicators","55","Dominica","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","8080.968623","X","International reliable sources",""
"MK","Macro Indicators","55","Dominica","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","7274.669503","X","International reliable sources",""
"MK","Macro Indicators","55","Dominica","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","7687.570293","X","International reliable sources",""
"MK","Macro Indicators","56","Dominican Republic","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","7278.735767","X","International reliable sources",""
"MK","Macro Indicators","56","Dominican Republic","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","7609.365034","X","International reliable sources",""
"MK","Macro Indicators","56","Dominican Republic","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","8050.649783","X","International reliable sources",""
"MK","Macro Indicators","58","Ecuador","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","6060.092962","X","International reliable sources",""
"MK","Macro Indicators","58","Ecuador","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","6213.501276","X","International reliable sources",""
"MK","Macro Indicators","58","Ecuador","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","6295.93503","X","International reliable sources",""
"MK","Macro Indicators","59","Egypt","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","2861.428376","X","International reliable sources",""
"MK","Macro Indicators","59","Egypt","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","2023.331158","X","International reliable sources",""
"MK","Macro Indicators","59","Egypt","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","2537.512209","X","International reliable sources",""
"MK","Macro Indicators","60","El Salvador","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","3805.992093","X","International reliable sources",""
"MK","Macro Indicators","60","El Salvador","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","3910.253179","X","International reliable sources",""
"MK","Macro Indicators","60","El Salvador","6119","Value US$ per capita","22008","Gross Domestic Product","2018","2018","US$","4067.658182","X","International reliable sources",""
"MK","Macro Indicators","61","Equatorial Guinea","6119","Value US$ per capita","22008","Gross Domestic Product","2016","2016","US$","9250.323494","X","International reliable sources",""
"MK","Macro Indicators","61","Equatorial Guinea","6119","Value US$ per capita","22008","Gross Domestic Product","2017","2017","US$","9667.903765","X","International reliable sources",""
